TradeId,CounterParty,Price,TradeDate,Quantity,EntryDate,Notes,BuySell,TrancheId,BookName,Active
9698,Vinder,81.83,6/6/05,20835.23,8/26/02,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,Buy,4208988,Distressed,TRUE
9699,Rhycero,24.62,9/5/07,91675.38,2/25/05,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,Sell,1589435,Homer,FALSE
9700,Photobug,3.77,8/4/07,62892.33,3/5/04,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,Sell,614648,Distressed,TRUE
9701,Skiba,81.6,11/17/08,91412.27,11/16/02,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,Sell,4221084,Distressed,TRUE
9702,Edgetag,99.77,1/1/10,66554.57,3/8/10,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Sell,4466249,Kevin,TRUE
9703,Mymm,60.46,1/14/01,22901.85,9/19/07,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,Sell,945089,Par,FALSE
9704,Kwimbee,24.46,8/27/03,99692.17,4/7/13,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,Buy,1287489,Homer,TRUE
9705,Kwilith,21.6,2/12/09,27767.93,3/19/07,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,Sell,1858047,Homer,FALSE
9706,Youopia,90.53,11/9/10,82976.73,4/8/05,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,Sell,2880334,Distressed,TRUE
9707,Wordware,81.34,11/4/02,63706.06,3/21/06,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,Sell,4450051,Homer,TRUE
9708,Dabfeed,52.85,7/14/01,28646.16,9/30/03,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,Sell,2842940,Homer,TRUE
9709,Avavee,92.31,9/5/08,44951.5,9/19/06,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,Buy,3721645,Distressed,TRUE
9710,Yamia,65.05,9/25/04,83666.25,11/26/11,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,Buy,2200401,Par,FALSE
9711,Flipstorm,10.02,9/3/07,55607.21,1/23/13,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,Sell,3384907,Homer,FALSE
9712,Yamia,28.38,2/2/11,55376.99,11/2/07,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,Buy,4793385,Distressed,FALSE
9713,Leexo,34.69,3/1/09,59260.83,3/17/10,pretium nisl ut volutpat sapien arcu sed augue aliquam erat,Sell,1994740,Homer,FALSE
9714,Skinix,18.39,5/4/04,13849.52,3/28/05,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,Sell,1370571,Par,FALSE
9715,Twitterwire,50.06,3/24/10,49884.49,2/4/09,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,Buy,134942,Par,TRUE
9716,Lajo,41.41,1/1/09,89461.24,5/25/04,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,Buy,3643156,London,FALSE
9717,Divape,17.26,5/27/04,13313.04,6/13/11,augue aliquam erat volutpat in congue etiam justo etiam pretium,Sell,2540191,Distressed,TRUE
9718,Yodel,85.18,6/6/04,82381.38,2/11/06,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,Sell,226520,Par,FALSE
9719,Yadel,31.61,4/27/08,77772.46,1/10/02,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,Sell,4610185,Distressed,TRUE
9720,Feedfire,41.7,11/18/08,60824.95,1/25/02,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,Buy,4948081,Par,FALSE
9721,Pixope,99.19,12/26/09,39049.81,8/3/09,sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,Sell,4845958,London,TRUE
9722,Tagfeed,87.95,8/25/11,76894.73,11/22/01,volutpat dui maecenas tristique est et tempus semper est quam pharetra,Buy,2578561,London,TRUE
9723,Realfire,84.01,12/13/01,87525.25,12/10/10,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Sell,4623871,Ajay,FALSE
9724,Skidoo,14.66,5/1/05,93973.76,2/27/13,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,Sell,493857,Homer,TRUE
9725,Gabtype,66.6,11/4/08,29303.22,8/25/08,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,Sell,4208034,Distressed,TRUE
9726,Dabfeed,14.28,4/14/04,75230.34,8/7/01,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,Sell,3452091,London,TRUE
9727,Zoombeat,9.77,11/12/10,93923.37,12/27/07,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,Sell,2637183,London,FALSE
9728,Oyondu,18.65,4/23/07,56665.37,4/26/06,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,Sell,1069926,Ajay,TRUE
9729,Thoughtbridge,18.65,5/26/06,41651.26,10/3/09,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,Sell,1249996,Ajay,FALSE
9730,Kwinu,44.15,3/13/01,38339.08,7/4/06,aenean sit amet justo morbi ut odio cras mi pede malesuada in,Buy,1825661,Distressed,TRUE
9731,Topicshots,29.76,7/4/03,64397.28,6/5/02,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Buy,4685787,Kevin,TRUE
9732,Zoomdog,60.09,11/4/04,54851.61,1/6/09,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,Sell,2731448,Homer,TRUE
9733,Innotype,31.28,9/14/12,45926.28,2/7/10,gravida nisi at nibh in hac habitasse platea dictumst aliquam,Buy,2113453,Distressed,TRUE
9734,Thoughtblab,25.42,11/27/10,58963.76,6/20/08,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,Sell,146145,Par,TRUE
9735,Brainverse,80.02,6/3/08,51077.98,2/4/02,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,Buy,182631,Homer,FALSE
9736,Fanoodle,47.13,5/22/03,71445.78,5/20/01,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,Buy,1124385,Ajay,FALSE
9737,Photojam,57.53,9/27/09,98950.2,11/15/07,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,Buy,1637725,Par,TRUE
9738,Layo,29.74,3/15/05,54327.9,11/1/00,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,Buy,3493892,Homer,FALSE
9739,Skiptube,63.59,1/30/07,90592.81,3/27/12,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,Buy,4118374,London,FALSE
9740,Eazzy,33.64,7/17/08,71655.84,2/10/12,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,Sell,2442967,Homer,FALSE
9741,Skaboo,32.67,6/13/11,79286.66,3/4/11,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Buy,1716212,Homer,TRUE
9742,Zoombox,16.43,9/17/01,99590.03,6/26/01,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,Buy,910090,Par,FALSE
9743,Realmix,55.12,12/2/10,17618.11,9/17/01,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Buy,912037,Homer,FALSE
9744,Devpulse,66.84,6/24/10,38361.47,12/27/10,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Buy,2036061,Par,TRUE
9745,Jazzy,82.55,2/8/02,86411.71,2/27/08,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Buy,549385,Par,FALSE
9746,Tagchat,81.22,8/8/11,88545.24,3/7/07,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,Sell,3946560,Kevin,TRUE
9747,Aimbu,80.96,5/27/03,45175.47,1/1/01,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,Sell,2037944,Distressed,TRUE
9748,Flipbug,52.51,9/9/01,46361.34,4/20/08,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Sell,2381670,London,TRUE
9749,Flipbug,13.79,6/2/03,69611.42,7/8/01,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,Sell,4151684,Homer,FALSE
9750,Shufflebeat,90.75,5/4/12,30929.81,11/28/00,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,Buy,4772937,Kevin,FALSE
9751,Skinix,17.56,9/29/11,31448.04,4/25/04,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Buy,738420,London,TRUE
9752,Quatz,8.3,5/24/01,49545.38,6/25/10,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,Sell,4863853,Ajay,FALSE
9753,Edgetag,13.7,9/17/07,11197.64,8/24/10,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,Buy,3221627,London,FALSE
9754,Twitternation,85.84,10/12/00,98551.44,4/14/06,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,Sell,3229434,Distressed,TRUE
9755,Aimbu,46.24,6/14/10,68629.17,5/29/01,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat,Buy,2522446,Ajay,TRUE
9756,Jayo,7.29,10/16/07,61220.92,7/10/01,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,Sell,4716248,Ajay,FALSE
9757,Yombu,69.28,9/19/00,23164.64,8/16/08,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,Sell,2136660,Par,FALSE
9758,Flashpoint,31.93,1/25/06,44347.6,10/24/09,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,Buy,3706274,Ajay,FALSE
9759,Photobug,71.84,10/19/09,59353.75,7/12/05,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,Sell,3419780,Par,FALSE
9760,Trilia,70.77,9/24/06,65546.31,6/8/02,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,Sell,445931,Distressed,FALSE
9761,Plajo,88.9,10/19/08,71460.27,1/2/02,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Buy,4675431,Par,FALSE
9762,Reallinks,20.94,6/25/06,19359.44,6/19/02,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,Sell,310623,Kevin,FALSE
9763,Meevee,94.6,1/17/06,55472.18,9/9/12,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet,Buy,438864,Kevin,TRUE
9764,Twimm,88.48,4/2/09,32008.38,7/19/08,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,Sell,4626722,Ajay,TRUE
9765,Cogidoo,71.52,5/18/05,15516.46,12/14/09,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,Sell,450358,Homer,FALSE
9766,Omba,14.4,9/1/05,42644.19,12/10/02,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,Buy,817044,Distressed,FALSE
9767,Eidel,38.33,6/24/09,14419.28,3/1/13,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,Buy,2932331,London,TRUE
9768,Livepath,37.21,3/27/12,90849.98,11/15/00,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,Sell,3135603,Homer,TRUE
9769,Vinte,85.33,11/12/06,42778.62,8/6/11,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,Buy,3977722,Homer,TRUE
9770,Bubblemix,4.75,7/6/05,25598.69,3/19/09,nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum,Sell,2141403,Homer,TRUE
9771,Riffpath,16.36,8/7/10,51750.83,1/16/11,platea dictumst etiam faucibus cursus urna ut tellus nulla ut,Buy,1960404,Par,FALSE
9772,Fatz,77.83,4/15/06,38034.78,9/25/07,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,Buy,3178983,Kevin,TRUE
9773,Twitterbridge,37.62,6/27/11,45372.48,11/23/06,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,Sell,1580979,London,TRUE
9774,Rhynyx,17.77,11/18/00,46042.56,4/7/03,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,Buy,3245870,Distressed,TRUE
9775,Thoughtbeat,64.05,2/18/08,41678.77,12/2/07,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,Sell,749574,Kevin,FALSE
9776,Cogidoo,31.6,1/25/03,22046.93,12/6/03,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,Buy,1593708,Homer,TRUE
9777,Photobean,70.35,5/6/07,89473.04,12/2/00,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,Buy,2896071,London,FALSE
9778,Rhyzio,92.2,9/22/01,87523.84,8/28/08,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,Buy,247920,London,FALSE
9779,Edgeblab,2.68,11/29/03,30608.25,11/25/02,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,Buy,1892253,Kevin,TRUE
9780,Vipe,77.66,12/24/08,91361.73,11/6/10,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,Sell,879004,Kevin,FALSE
9781,Shufflester,90.23,8/25/10,71847.75,12/10/01,mi sit amet lobortis sapien sapien non mi integer ac neque,Buy,2698275,Par,FALSE
9782,Teklist,2.53,12/29/06,10810.01,2/13/08,primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,Sell,1316334,London,FALSE
9783,Brainverse,74.87,10/2/06,50635.46,6/19/04,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,Buy,3622700,London,TRUE
9784,Abata,34.43,2/13/02,44312.4,6/6/09,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,Buy,3935857,London,TRUE
9785,Lajo,20.95,2/24/05,71558.37,1/7/02,mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,Buy,162666,Par,TRUE
9786,Yotz,90.11,9/9/04,36195.36,2/25/01,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,Buy,1091494,London,TRUE
9787,Aimbo,48.43,5/6/12,64887.94,6/26/08,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,Sell,2197945,London,TRUE
9788,Topiczoom,86.78,5/29/02,56423.12,4/21/04,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,Buy,1947013,Ajay,FALSE
9789,Realfire,82.3,6/5/09,24423.78,6/6/12,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,Buy,1283829,Par,TRUE
9790,Zoomdog,9.72,10/15/03,28370.93,6/21/11,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,Buy,1666599,London,TRUE
9791,Innojam,42.92,7/14/09,63764.03,4/13/02,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,Buy,4027633,London,FALSE
9792,Zoombeat,1.8,9/4/11,70024.59,2/16/09,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,Buy,2298844,Kevin,TRUE
9793,Talane,1.02,5/18/04,49027.4,10/6/07,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,Sell,2602823,Homer,FALSE
9794,Fadeo,79.49,7/28/09,83686.43,8/2/11,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,Buy,2076588,London,FALSE
9795,Realfire,48.8,11/25/00,67947.39,9/14/08,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,Sell,1957443,Distressed,FALSE
9796,Fivebridge,78.68,9/5/00,13229.56,9/7/04,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,Buy,651765,Par,TRUE
9797,Vitz,73.06,1/23/10,16927.54,4/25/01,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Sell,574194,Ajay,TRUE
9798,Viva,24.44,1/31/05,59260.65,2/25/10,proin risus praesent lectus vestibulum quam sapien varius ut blandit,Sell,3015944,Par,FALSE
9799,Demizz,90.63,3/7/10,13201.19,5/6/03,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,Buy,4265547,Par,FALSE
9800,Blogtag,89.34,6/21/12,61832,6/18/09,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,Sell,2288508,Ajay,TRUE
9801,Realcube,20.92,5/21/12,33824.83,4/20/08,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,Sell,1187734,Par,TRUE
9802,Kanoodle,41.74,2/4/04,93234.39,7/9/04,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,Sell,4083748,Ajay,FALSE
9803,Bubblemix,80.82,4/17/05,25406.61,8/15/03,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Buy,2276302,Homer,TRUE
9804,Abatz,39.31,8/7/05,20969.3,12/31/02,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,Buy,4346801,Kevin,FALSE
9805,Vipe,71.31,7/19/05,17745.69,4/27/10,duis bibendum morbi non quam nec dui luctus rutrum nulla,Buy,4631860,Kevin,FALSE
9806,Wikido,31.4,8/2/11,61658.01,3/12/03,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,Sell,4897230,Par,TRUE
9807,Ailane,9.39,12/18/10,53337.56,2/14/12,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,Sell,415898,Par,FALSE
9808,Zoomcast,63.93,5/28/09,37394.42,7/20/02,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,Buy,1554564,Distressed,TRUE
9809,Divavu,91.6,12/25/10,12605.71,11/26/07,felis donec semper sapien a libero nam dui proin leo,Sell,4156024,Ajay,FALSE
9810,Eayo,65.57,10/1/02,93883.94,3/14/04,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,Buy,2338197,Homer,FALSE
9811,Dynabox,12.28,11/13/04,77132.22,4/24/10,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,Sell,3568448,Ajay,FALSE
9812,Dynazzy,98.88,11/5/03,80060.69,12/6/05,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,Sell,4375356,Kevin,TRUE
9813,Skajo,92.79,5/7/05,55248.85,4/5/05,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Buy,4609646,Kevin,FALSE
9814,Eabox,30,7/26/06,64764.01,11/3/05,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,Buy,1136127,Kevin,TRUE
9815,Gabspot,11.26,11/16/08,40003.05,4/17/01,odio in hac habitasse platea dictumst maecenas ut massa quis augue,Sell,3541646,Par,TRUE
9816,Agimba,76.29,8/18/00,45074.1,2/9/09,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,Sell,404690,Ajay,FALSE
9817,LiveZ,78.12,6/15/01,21732.45,2/16/12,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Sell,1923486,London,FALSE
9818,Devbug,50.31,4/25/08,14797.41,7/30/01,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,Buy,3777202,Kevin,TRUE
9819,Voomm,13.12,9/7/03,26641.57,9/12/06,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,Sell,2026469,Kevin,TRUE
9820,Lajo,84.83,7/29/12,65346.05,11/9/00,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,Buy,4663505,Par,FALSE
9821,Dablist,3.43,6/9/05,67616.43,5/18/08,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem,Buy,4304282,Homer,TRUE
9822,Gigabox,54.2,9/6/07,87173.36,3/2/02,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,Sell,4151784,Par,TRUE
9823,Quatz,82.75,8/11/08,45707.43,2/23/05,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,Sell,4947006,Par,FALSE
9824,Skalith,63.94,8/9/07,32726.19,8/25/12,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,Buy,658812,Distressed,FALSE
9825,Cogibox,82.56,10/26/04,15229.19,8/22/08,duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Buy,4411262,London,TRUE
9826,Browsedrive,8.74,10/6/12,57777.78,4/25/12,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,Buy,3378835,Homer,TRUE
9827,Realcube,53.6,7/14/08,82303.35,6/8/00,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,Sell,1484368,Kevin,TRUE
9828,Divavu,66.14,10/19/07,80581.14,12/25/08,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,Sell,3209119,Par,FALSE
9829,Youbridge,29.21,7/27/03,70918.03,6/9/11,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,Buy,2011418,Kevin,FALSE
9830,Meevee,54.68,1/10/11,96993.4,11/19/08,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,Buy,381658,Homer,FALSE
9831,Zoozzy,74.54,9/13/04,22387.86,11/24/04,porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Sell,4501698,London,TRUE
9832,Talane,90.63,7/15/12,19386.86,5/25/07,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,Sell,2307084,Kevin,TRUE
9833,Shuffletag,52.8,8/23/04,53910.07,4/18/03,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Buy,1519465,Par,FALSE
9834,Topicblab,7.03,3/30/04,90557.38,1/25/01,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,Sell,4352109,London,TRUE
9835,Meezzy,84.27,2/22/13,22618.19,2/9/08,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,Buy,3773615,Par,TRUE
9836,Blognation,4.24,12/9/07,79820.69,7/4/02,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Buy,1773150,Homer,FALSE
9837,Meedoo,75.72,11/11/06,29540.01,12/20/09,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,Sell,1639177,Homer,FALSE
9838,Youopia,61.86,5/20/10,53117.66,10/6/00,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem,Sell,2924625,London,FALSE
9839,Latz,39.12,4/13/13,90349.23,4/11/02,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec,Sell,3073489,Homer,TRUE
9840,Skinix,55.91,7/1/09,16368.96,2/19/03,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,Buy,355707,Ajay,FALSE
9841,Eimbee,13.32,9/20/04,84355.85,10/19/04,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,Buy,1071829,Ajay,FALSE
9842,Eidel,9.33,2/3/03,43633.76,3/19/01,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,Sell,4490305,Homer,FALSE
9843,Yakijo,8.01,4/11/07,16038.54,2/24/04,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,Buy,3160050,Ajay,TRUE
9844,Shufflester,39.85,12/1/10,36158.93,10/7/00,ut massa quis augue luctus tincidunt nulla mollis molestie lorem,Buy,1964980,Kevin,TRUE
9845,Topicstorm,43.54,4/19/03,66971.46,7/27/01,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,Buy,3930828,Kevin,TRUE
9846,Aivee,38.56,5/15/01,25063.25,11/24/03,tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,Buy,837695,Distressed,TRUE
9847,Gigabox,40.31,3/19/07,11287.89,2/13/03,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,Sell,2932713,Distressed,TRUE
9848,Twitterwire,41.57,7/20/03,91185.89,6/4/01,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,Sell,2563162,London,FALSE
9849,Zoomcast,37.23,3/16/10,79627.57,4/11/04,nunc donec quis orci eget orci vehicula condimentum curabitur in libero,Buy,4338290,Ajay,FALSE
9850,Skajo,22.64,6/27/06,73279.26,6/22/03,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,Sell,3394507,Par,TRUE
9851,Blogspan,93.79,6/19/12,16659.18,12/21/09,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Buy,3937156,Ajay,TRUE
9852,Kwimbee,73.91,3/17/01,55920.95,7/24/02,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,Sell,1039691,Distressed,FALSE
9853,JumpXS,87.8,10/25/06,32952.12,3/1/05,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,Sell,2557123,Homer,FALSE
9854,Photolist,77.6,10/16/07,72325.99,7/28/03,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,Sell,2583428,Homer,FALSE
